trace_kind,symbol,timestamp,open,high,low,close,volume,policy_event,policy_mode,policy_reason,policy_position,policy_signed_contracts,policy_long_contracts,policy_short_contracts,policy_open_long_symbol,policy_open_short_symbol,target_long_contracts,target_short_contracts,raw_action,raw_pos,exec_pos,gate_status,p_enter_long,p_enter_short,p_exit_long,p_exit_short,p_pivot_long,p_pivot_short,p_tb_long,p_tb_short,p_pivot_long_source,p_pivot_short_source,p_tb_long_source,p_tb_short_source,thr_enter_long,thr_enter_short,thr_exit_long,thr_exit_short
policy_1m,SPY,2026-03-09 16:55:00+00:00,671.45,671.64,671.41,671.57,1752.0,hold,independent_meta,,-1.0,-1.0,0.0,1.0,,.SIM_SPY_260309_P_670,0.0,1.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:56:00+00:00,671.555,671.94,671.555,671.87,5343.0,hold,independent_meta,,-1.0,-1.0,0.0,1.0,,.SIM_SPY_260309_P_670,0.0,1.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:57:00+00:00,671.86,671.86,671.52,671.54,1973.0,hold,independent_meta,,-1.0,-1.0,0.0,1.0,,.SIM_SPY_260309_P_670,0.0,1.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:58:00+00:00,671.54,671.54,671.21,671.23,2733.0,hold,independent_meta,,-1.0,-1.0,0.0,1.0,,.SIM_SPY_260309_P_670,0.0,1.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:59:00+00:00,671.2,671.39,671.2,671.25,2650.0,hold,independent_meta,,-1.0,-1.0,0.0,1.0,,.SIM_SPY_260309_P_670,0.0,1.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 17:00:00+00:00,671.18,671.21,670.87,671.03,2358.0,hold,independent_meta,,-1.0,-1.0,0.0,1.0,,.SIM_SPY_260309_P_670,0.0,1.0,,,,,,,,,,,,,,,,,,,,
meta_10m,SPY,2026-03-09 16:50:00+00:00,672.0,672.04,671.2,671.25,35937.0,,,,,,,,,,,,,,,policy_only,0.010215952061116695,0.8905007839202881,,0.06514942646026611,2.3491335014114156e-05,0.01060268934816122,0.02950889803469181,0.8045228719711304,,,,,0.5,0.5,0.65,0.65
policy_1m,SPY,2026-03-09 17:01:00+00:00,670.97,671.06,670.92,670.955,6906.0,hold,independent_meta,,-1.0,-1.0,0.0,1.0,,.SIM_SPY_260309_P_670,0.0,1.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 17:02:00+00:00,670.835,670.845,670.485,670.565,11912.0,hold,independent_meta,,-1.0,-1.0,0.0,1.0,,.SIM_SPY_260309_P_670,0.0,1.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 17:03:00+00:00,670.645,670.67,670.38,670.64,4600.0,hold,independent_meta,,-1.0,-1.0,0.0,1.0,,.SIM_SPY_260309_P_670,0.0,1.0,,,,,,,,,,,,,,,,,,,,
