symbol,timestamp,open,high,low,close,volume,raw_action,raw_pos,exec_pos,gate_status,p_enter_long,p_enter_short,p_exit_long,p_exit_short,p_pivot_long,p_pivot_short,p_tb_long,p_tb_short,p_pivot_long_source,p_pivot_short_source,p_tb_long_source,p_tb_short_source,thr_enter_long,thr_enter_short,thr_exit_long,thr_exit_short
SPY,2026-02-02 16:50:00+00:00,694.89,695.86,694.73,695.75,24509.0,-1.0,-1,-1,hold_aligned,0.014826396480202675,0.9350664019584656,,0.21059302985668182,0.5096617937088013,0.4981847405433655,0.0650678351521492,0.9655309319496155,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-02 17:00:00+00:00,695.715,696.35,695.64,696.32,45063.0,-1.0,-1,-1,hold_aligned,0.016086872667074203,0.943509042263031,,0.23445293307304382,0.020896602421998978,0.6595078706741333,0.09140921384096146,0.9591048359870911,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-02 17:10:00+00:00,696.32,696.51,696.04,696.35,29793.0,-1.0,-1,-1,hold_aligned,0.023972447961568832,0.900023877620697,,0.10680414736270905,0.020382434129714966,0.8084781169891357,0.08758638054132462,0.9574103355407715,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-02 17:20:00+00:00,696.26,696.26,695.98,696.21,16951.0,-1.0,-1,-1,hold_aligned,0.0319683738052845,0.8580979108810425,,0.08220452070236206,0.375810831785202,0.32045120000839233,0.07762817293405533,0.9654895663261414,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-02 17:30:00+00:00,696.26,696.58,696.16,696.35,23747.0,-1.0,-1,-1,hold_aligned,0.019400492310523987,0.8983559608459473,,0.1290789097547531,0.17157800495624542,0.7977902293205261,0.06854557245969772,0.958756685256958,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-02 17:40:00+00:00,696.35,696.41,696.065,696.395,14870.0,-1.0,-1,-1,hold_aligned,0.02369985729455948,0.9022166132926941,,0.0948123186826706,0.4915623068809509,0.5048112869262695,0.06992779672145844,0.9623319506645203,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-02 17:50:00+00:00,696.37,696.93,696.265,696.39,26388.0,-1.0,-1,-1,hold_aligned,0.020495614036917686,0.9235230088233948,,0.15446603298187256,0.11095812171697617,0.8609662652015686,0.052645474672317505,0.9534928798675537,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-02 18:00:00+00:00,696.43,696.71,696.41,696.49,22494.0,-1.0,-1,-1,hold_aligned,0.022259384393692017,0.9212046265602112,,0.08480823040008545,0.007711620070040226,0.04506208747625351,0.05866708233952522,0.9718080163002014,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-02 18:10:00+00:00,696.515,696.55,696.02,696.06,39471.0,-1.0,-1,-1,hold_aligned,0.0396246463060379,0.8614178895950317,,0.0888429507613182,0.1835024356842041,0.4236395061016083,0.052190933376550674,0.9795642495155334,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-02 18:20:00+00:00,695.97,696.23,695.695,696.13,28196.0,-1.0,-1,-1,hold_aligned,0.03674018383026123,0.8559471964836121,,0.2388739138841629,0.8280662298202515,0.02667500451207161,0.05492621287703514,0.982304573059082,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-02 18:30:00+00:00,696.07,696.33,696.04,696.11,25894.0,-1.0,-1,-1,hold_aligned,0.02165413089096546,0.8936206102371216,,0.1202462837100029,0.22029782831668854,0.5143643021583557,0.06799053400754929,0.9817842245101929,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-02 18:40:00+00:00,696.12,696.75,696.065,696.66,17283.0,-1.0,-1,-1,hold_aligned,0.023596279323101044,0.9224256277084351,,0.14637069404125214,0.31473228335380554,0.6468668580055237,0.0777963399887085,0.9800804853439331,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-02 18:50:00+00:00,696.68,696.68,696.43,696.515,19129.0,-1.0,-1,-1,hold_aligned,0.03638169541954994,0.8995460867881775,,0.1099221333861351,0.01610172539949417,0.02249288000166416,0.07951480895280838,0.9799275398254395,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
