date,theme,ticker,leader_score,leader_rank,stock_return_5d,stock_vs_theme_5d,rvol,breakout_quality,stock_above_20d
2026-05-19,travel,MAR,1.0,1.0,0.02929497452018004,0.051454745569172275,0.6884569782278551,-0.021046057477536184,1.0
2026-05-19,travel,UBER,0.6875,2.0,-0.024096437304581664,-0.0019366662555894282,0.5839745290666277,-0.05873438971106204,0.0
2026-05-19,travel,HLT,0.63125,3.0,0.008801796037824383,0.03096156708681662,0.2736162870402672,-0.057503852545262135,0.0
2026-05-19,uranium,CCJ,0.8125000000000001,1.0,-0.10740612396418714,0.06267845633481697,0.7487097435870229,-0.17473708239215147,0.0
2026-05-19,uranium,DNN,0.6958333333333333,2.0,-0.14764862901264098,0.022435951286363137,1.0810871238688649,-0.2270342715026682,0.0
2026-05-19,uranium,NXE,0.6291666666666668,3.0,-0.1383928543782632,0.031691725920740904,0.7136840119197041,-0.18969469755639523,0.0
2026-05-19,vertical_software,ADSK,0.9416666666666667,1.0,0.03789334244603193,0.04568059799123745,0.6483925486734409,-0.028959485373255323,1.0
2026-05-19,vertical_software,PTC,0.8666666666666667,2.0,0.010955497279720339,0.01874275282492586,0.6207761115247943,-0.012529569395198004,1.0
2026-05-19,vertical_software,PLTR,0.55,3.0,-0.007132361916934782,0.0006548936282707403,0.518818459842896,-0.11525355065294263,0.0
2026-05-19,workflow_software,NOW,0.8781250000000002,1.0,0.1473033776443995,0.08054461180190897,1.4236446726294736,-0.012666772208347554,1.0
2026-05-19,workflow_software,DOCU,0.728125,2.0,0.08897743316976348,0.022218667327272956,0.8076411941416549,0.0,1.0
2026-05-19,workflow_software,HUBS,0.609375,3.0,0.15725584811905557,0.09049708227656506,0.8383487451795273,-0.16008562633498225,0.0
