date,timestamp,open,high,low,close,volume
2026-01-09 12:45:00-05:00,2026-01-09 12:45:00-05:00,694.105,694.39,693.96,693.96,55484.0
2026-01-09 13:00:00-05:00,2026-01-09 13:00:00-05:00,693.95,693.975,693.48,693.72,36413.0
2026-01-09 13:15:00-05:00,2026-01-09 13:15:00-05:00,693.66,693.885,693.36,693.87,27831.0
2026-01-09 13:30:00-05:00,2026-01-09 13:30:00-05:00,693.88,694.88,693.88,694.515,43668.0
2026-01-09 13:45:00-05:00,2026-01-09 13:45:00-05:00,694.535,694.67,694.435,694.57,45761.0
2026-01-09 14:00:00-05:00,2026-01-09 14:00:00-05:00,694.545,694.77,694.37,694.57,38160.0
2026-01-09 14:15:00-05:00,2026-01-09 14:15:00-05:00,694.615,694.84,694.61,694.8,39054.0
2026-01-09 14:30:00-05:00,2026-01-09 14:30:00-05:00,694.805,694.89,694.71,694.81,51012.0
2026-01-09 14:45:00-05:00,2026-01-09 14:45:00-05:00,694.795,695.22,694.76,694.89,42727.0
2026-01-09 15:00:00-05:00,2026-01-09 15:00:00-05:00,694.84,695.15,694.76,694.81,34945.0
2026-01-09 15:15:00-05:00,2026-01-09 15:15:00-05:00,694.81,695.295,694.775,695.02,75530.0
2026-01-09 15:30:00-05:00,2026-01-09 15:30:00-05:00,695.02,695.115,694.68,694.82,91710.0
2026-01-09 15:45:00-05:00,2026-01-09 15:45:00-05:00,694.8,694.91,693.91,694.005,237577.0
2026-01-09 16:00:00-05:00,2026-01-09 16:00:00-05:00,694.1,694.1,693.87,693.88,25954.0
2026-01-12 09:30:00-05:00,2026-01-12 09:30:00-05:00,690.68,693.2,690.68,692.73,89482.0
2026-01-12 09:45:00-05:00,2026-01-12 09:45:00-05:00,692.775,693.89,692.56,693.665,64495.0
2026-01-12 10:00:00-05:00,2026-01-12 10:00:00-05:00,693.68,693.78,693.07,693.3,52825.0
2026-01-12 10:15:00-05:00,2026-01-12 10:15:00-05:00,693.3,693.79,693.095,693.56,43092.0
2026-01-12 10:30:00-05:00,2026-01-12 10:30:00-05:00,693.56,693.59,692.97,693.395,79981.0
2026-01-12 10:45:00-05:00,2026-01-12 10:45:00-05:00,693.34,694.06,693.08,693.915,48571.0
2026-01-12 11:00:00-05:00,2026-01-12 11:00:00-05:00,693.91,694.48,693.69,694.48,51223.0
2026-01-12 11:15:00-05:00,2026-01-12 11:15:00-05:00,694.42,694.67,694.15,694.21,48247.0
2026-01-12 11:30:00-05:00,2026-01-12 11:30:00-05:00,694.25,694.565,694.095,694.335,19779.0
2026-01-12 11:45:00-05:00,2026-01-12 11:45:00-05:00,694.34,694.85,694.28,694.56,33588.0
2026-01-12 12:00:00-05:00,2026-01-12 12:00:00-05:00,694.545,694.835,694.38,694.59,33551.0
2026-01-12 12:15:00-05:00,2026-01-12 12:15:00-05:00,694.58,694.62,694.26,694.55,40338.0
2026-01-12 12:30:00-05:00,2026-01-12 12:30:00-05:00,694.535,694.535,694.13,694.47,24118.0
2026-01-12 12:45:00-05:00,2026-01-12 12:45:00-05:00,694.445,694.75,694.41,694.65,26072.0
2026-01-12 13:00:00-05:00,2026-01-12 13:00:00-05:00,694.67,695.05,694.61,694.945,30634.0
2026-01-12 13:15:00-05:00,2026-01-12 13:15:00-05:00,694.95,695.19,694.83,695.1,35584.0
2026-01-12 13:30:00-05:00,2026-01-12 13:30:00-05:00,695.12,695.16,694.93,695.08,37363.0
2026-01-12 13:45:00-05:00,2026-01-12 13:45:00-05:00,695.11,695.38,695.095,695.22,32843.0
2026-01-12 14:00:00-05:00,2026-01-12 14:00:00-05:00,695.205,695.28,694.96,695.26,45737.0
2026-01-12 14:15:00-05:00,2026-01-12 14:15:00-05:00,695.255,695.46,695.235,695.315,44140.0
2026-01-12 14:30:00-05:00,2026-01-12 14:30:00-05:00,695.31,695.86,695.3,695.665,50660.0
2026-01-12 14:45:00-05:00,2026-01-12 14:45:00-05:00,695.64,696.02,695.63,695.95,36458.0
2026-01-12 15:00:00-05:00,2026-01-12 15:00:00-05:00,695.935,696.07,695.54,695.62,43483.0
2026-01-12 15:15:00-05:00,2026-01-12 15:15:00-05:00,695.59,695.62,695.185,695.345,60273.0
2026-01-12 15:30:00-05:00,2026-01-12 15:30:00-05:00,695.3,695.43,695.185,695.325,83790.0
2026-01-12 15:45:00-05:00,2026-01-12 15:45:00-05:00,695.29,695.73,695.17,695.185,191288.0
2026-01-12 16:00:00-05:00,2026-01-12 16:00:00-05:00,695.15,695.35,695.1,695.25,23018.0
2026-01-13 09:30:00-05:00,2026-01-13 09:30:00-05:00,695.44,696.08,694.915,695.165,73260.0
2026-01-13 09:45:00-05:00,2026-01-13 09:45:00-05:00,695.17,695.19,694.27,694.27,63878.0
2026-01-13 10:00:00-05:00,2026-01-13 10:00:00-05:00,694.16,694.44,693.22,693.4,58238.0
2026-01-13 10:15:00-05:00,2026-01-13 10:15:00-05:00,693.26,693.34,692.13,692.71,72640.0
2026-01-13 10:30:00-05:00,2026-01-13 10:30:00-05:00,692.75,693.73,692.585,693.1,47413.0
2026-01-13 10:45:00-05:00,2026-01-13 10:45:00-05:00,693.05,694.02,692.66,693.76,40545.0
2026-01-13 11:00:00-05:00,2026-01-13 11:00:00-05:00,693.74,693.96,693.54,693.84,31954.0
2026-01-13 11:15:00-05:00,2026-01-13 11:15:00-05:00,693.88,694.27,692.42,693.51,45967.0
2026-01-13 11:30:00-05:00,2026-01-13 11:30:00-05:00,693.46,694.83,693.31,694.53,47725.0
2026-01-13 11:45:00-05:00,2026-01-13 11:45:00-05:00,694.57,695.17,694.43,694.915,47926.0
2026-01-13 12:00:00-05:00,2026-01-13 12:00:00-05:00,694.87,695.105,694.6,694.88,31121.0
2026-01-13 12:15:00-05:00,2026-01-13 12:15:00-05:00,694.92,694.92,693.94,694.48,28434.0
2026-01-13 12:30:00-05:00,2026-01-13 12:30:00-05:00,694.55,694.7,693.62,693.695,36818.0
2026-01-13 12:45:00-05:00,2026-01-13 12:45:00-05:00,693.67,694.035,692.56,692.975,49301.0
2026-01-13 13:00:00-05:00,2026-01-13 13:00:00-05:00,692.91,693.34,692.45,693.34,50825.0
2026-01-13 13:15:00-05:00,2026-01-13 13:15:00-05:00,693.36,693.48,692.7,692.93,17986.0
2026-01-13 13:30:00-05:00,2026-01-13 13:30:00-05:00,692.9,693.64,692.78,693.13,24966.0
2026-01-13 13:45:00-05:00,2026-01-13 13:45:00-05:00,693.1,693.33,692.54,692.81,28259.0
2026-01-13 14:00:00-05:00,2026-01-13 14:00:00-05:00,692.885,693.035,692.245,692.365,33340.0
2026-01-13 14:15:00-05:00,2026-01-13 14:15:00-05:00,692.395,693.06,692.34,693.03,45281.0
2026-01-13 14:30:00-05:00,2026-01-13 14:30:00-05:00,692.97,693.15,692.74,692.83,34120.0
2026-01-13 14:45:00-05:00,2026-01-13 14:45:00-05:00,692.86,693.2,692.57,692.89,44349.0
2026-01-13 15:00:00-05:00,2026-01-13 15:00:00-05:00,692.84,692.85,692.34,692.37,56542.0
2026-01-13 15:15:00-05:00,2026-01-13 15:15:00-05:00,692.35,692.55,691.95,692.0,57080.0
2026-01-13 15:30:00-05:00,2026-01-13 15:30:00-05:00,691.985,692.28,691.4,692.25,124904.0
2026-01-13 15:45:00-05:00,2026-01-13 15:45:00-05:00,692.25,693.955,692.02,693.71,294555.0
2026-01-13 16:00:00-05:00,2026-01-13 16:00:00-05:00,694.04,694.04,693.66,693.73,22481.0
2026-01-14 09:30:00-05:00,2026-01-14 09:30:00-05:00,690.9,691.68,689.45,689.53,59549.0
2026-01-14 09:45:00-05:00,2026-01-14 09:45:00-05:00,689.57,690.45,688.66,688.66,51488.0
2026-01-14 10:00:00-05:00,2026-01-14 10:00:00-05:00,688.24,690.53,687.71,690.49,105402.0
2026-01-14 10:15:00-05:00,2026-01-14 10:15:00-05:00,690.59,690.82,688.77,688.77,44978.0
2026-01-14 10:30:00-05:00,2026-01-14 10:30:00-05:00,688.735,688.97,687.68,687.79,53128.0
2026-01-14 10:45:00-05:00,2026-01-14 10:45:00-05:00,687.77,688.0,686.51,687.165,93100.0
2026-01-14 11:00:00-05:00,2026-01-14 11:00:00-05:00,687.18,687.62,687.015,687.34,32248.0
2026-01-14 11:15:00-05:00,2026-01-14 11:15:00-05:00,687.39,689.31,687.365,689.15,53176.0
2026-01-14 11:30:00-05:00,2026-01-14 11:30:00-05:00,689.16,689.41,687.53,687.54,40487.0
2026-01-14 11:45:00-05:00,2026-01-14 11:45:00-05:00,687.505,687.51,686.17,686.59,48150.0
2026-01-14 12:00:00-05:00,2026-01-14 12:00:00-05:00,686.55,687.33,686.38,687.255,34645.0
2026-01-14 12:15:00-05:00,2026-01-14 12:15:00-05:00,687.21,687.3,686.23,687.085,30782.0
2026-01-14 12:30:00-05:00,2026-01-14 12:30:00-05:00,687.025,687.06,686.26,686.925,29497.0
2026-01-14 12:45:00-05:00,2026-01-14 12:45:00-05:00,686.915,687.45,686.215,686.71,29766.0
2026-01-14 13:00:00-05:00,2026-01-14 13:00:00-05:00,686.57,687.425,686.52,687.35,26061.0
2026-01-14 13:15:00-05:00,2026-01-14 13:15:00-05:00,687.31,687.625,686.91,687.61,32593.0
2026-01-14 13:30:00-05:00,2026-01-14 13:30:00-05:00,687.59,687.785,686.27,686.88,32029.0
2026-01-14 13:45:00-05:00,2026-01-14 13:45:00-05:00,686.89,688.24,686.83,688.125,43795.0
2026-01-14 14:00:00-05:00,2026-01-14 14:00:00-05:00,688.05,688.205,687.63,687.99,47243.0
2026-01-14 14:15:00-05:00,2026-01-14 14:15:00-05:00,687.99,688.3,687.765,688.09,42044.0
2026-01-14 14:30:00-05:00,2026-01-14 14:30:00-05:00,688.155,688.36,687.77,688.15,45279.0
2026-01-14 14:45:00-05:00,2026-01-14 14:45:00-05:00,688.13,688.57,687.95,688.055,48602.0
2026-01-14 15:00:00-05:00,2026-01-14 15:00:00-05:00,688.05,689.63,687.35,688.73,90237.0
2026-01-14 15:15:00-05:00,2026-01-14 15:15:00-05:00,688.76,689.15,688.22,689.14,52182.0
2026-01-14 15:30:00-05:00,2026-01-14 15:30:00-05:00,689.12,690.43,689.11,689.12,142029.0
2026-01-14 15:45:00-05:00,2026-01-14 15:45:00-05:00,689.18,690.62,688.64,690.62,311649.0
2026-01-14 16:00:00-05:00,2026-01-14 16:00:00-05:00,690.1,690.1,690.1,690.1,60.0
2026-01-15 09:30:00-05:00,2026-01-15 09:30:00-05:00,694.6,694.675,693.58,694.02,102100.0
2026-01-15 09:45:00-05:00,2026-01-15 09:45:00-05:00,694.08,694.52,693.19,693.66,91715.0
2026-01-15 10:00:00-05:00,2026-01-15 10:00:00-05:00,693.545,694.19,693.29,693.995,46553.0
2026-01-15 10:15:00-05:00,2026-01-15 10:15:00-05:00,693.99,694.71,693.64,693.94,43296.0
2026-01-15 10:30:00-05:00,2026-01-15 10:30:00-05:00,693.97,694.89,693.89,693.92,67296.0
2026-01-15 10:45:00-05:00,2026-01-15 10:45:00-05:00,693.89,694.56,692.99,694.455,78301.0
2026-01-15 11:00:00-05:00,2026-01-15 11:00:00-05:00,694.43,694.825,694.35,694.42,42111.0
2026-01-15 11:15:00-05:00,2026-01-15 11:15:00-05:00,694.495,695.15,694.37,694.84,53105.0
2026-01-15 11:30:00-05:00,2026-01-15 11:30:00-05:00,694.8,695.03,694.48,694.97,39711.0
2026-01-15 11:45:00-05:00,2026-01-15 11:45:00-05:00,694.96,695.34,694.75,695.04,54113.0
2026-01-15 12:00:00-05:00,2026-01-15 12:00:00-05:00,695.01,695.44,694.9,695.01,45732.0
2026-01-15 12:15:00-05:00,2026-01-15 12:15:00-05:00,695.01,695.08,694.39,694.465,43025.0
2026-01-15 12:30:00-05:00,2026-01-15 12:30:00-05:00,694.495,694.73,694.21,694.72,38930.0
2026-01-15 12:45:00-05:00,2026-01-15 12:45:00-05:00,694.72,695.005,693.91,693.975,44266.0
2026-01-15 13:00:00-05:00,2026-01-15 13:00:00-05:00,693.91,694.77,693.91,694.57,55719.0
2026-01-15 13:15:00-05:00,2026-01-15 13:15:00-05:00,694.57,694.89,694.37,694.89,41470.0
2026-01-15 13:30:00-05:00,2026-01-15 13:30:00-05:00,694.91,695.25,694.79,694.96,41155.0
2026-01-15 13:45:00-05:00,2026-01-15 13:45:00-05:00,695.04,695.06,694.63,694.72,34464.0
2026-01-15 14:00:00-05:00,2026-01-15 14:00:00-05:00,694.69,694.69,693.805,694.36,42228.0
2026-01-15 14:15:00-05:00,2026-01-15 14:15:00-05:00,694.35,694.475,693.535,693.625,60525.0
2026-01-15 14:30:00-05:00,2026-01-15 14:30:00-05:00,693.59,693.71,692.64,693.41,75028.0
2026-01-15 14:45:00-05:00,2026-01-15 14:45:00-05:00,693.35,693.61,692.585,692.79,56459.0
2026-01-15 15:00:00-05:00,2026-01-15 15:00:00-05:00,692.65,693.02,692.39,692.44,68217.0
2026-01-15 15:15:00-05:00,2026-01-15 15:15:00-05:00,692.45,692.475,691.31,691.83,122076.0
2026-01-15 15:30:00-05:00,2026-01-15 15:30:00-05:00,691.83,692.23,691.42,691.67,111275.0
2026-01-15 15:45:00-05:00,2026-01-15 15:45:00-05:00,691.645,692.2,691.28,692.18,257889.0
2026-01-15 16:00:00-05:00,2026-01-15 16:00:00-05:00,692.2,692.2,692.01,692.01,4951.0
2026-01-16 09:30:00-05:00,2026-01-16 09:30:00-05:00,693.68,694.23,693.145,693.145,51831.0
2026-01-16 09:45:00-05:00,2026-01-16 09:45:00-05:00,693.15,693.85,691.97,692.015,48843.0
2026-01-16 10:00:00-05:00,2026-01-16 10:00:00-05:00,691.87,692.8,691.59,692.27,50839.0
2026-01-16 10:15:00-05:00,2026-01-16 10:15:00-05:00,692.26,692.565,691.52,691.67,47678.0
2026-01-16 10:30:00-05:00,2026-01-16 10:30:00-05:00,691.59,691.71,690.13,690.7,64650.0
2026-01-16 10:45:00-05:00,2026-01-16 10:45:00-05:00,690.66,691.855,690.44,691.855,51770.0
2026-01-16 11:00:00-05:00,2026-01-16 11:00:00-05:00,691.85,692.62,691.575,692.265,54028.0
2026-01-16 11:15:00-05:00,2026-01-16 11:15:00-05:00,692.32,692.8,692.17,692.7,26462.0
2026-01-16 11:30:00-05:00,2026-01-16 11:30:00-05:00,692.795,693.21,692.71,693.15,26153.0
2026-01-16 11:45:00-05:00,2026-01-16 11:45:00-05:00,693.19,693.46,692.165,692.63,27707.0
2026-01-16 12:00:00-05:00,2026-01-16 12:00:00-05:00,692.625,692.94,692.46,692.74,20181.0
2026-01-16 12:15:00-05:00,2026-01-16 12:15:00-05:00,692.68,692.945,692.46,692.52,12169.0
2026-01-16 12:30:00-05:00,2026-01-16 12:30:00-05:00,692.47,692.9,692.26,692.685,23201.0
2026-01-16 12:45:00-05:00,2026-01-16 12:45:00-05:00,692.545,692.63,691.92,691.92,26003.0
2026-01-16 13:00:00-05:00,2026-01-16 13:00:00-05:00,691.94,692.71,691.85,692.545,18484.0
2026-01-16 13:15:00-05:00,2026-01-16 13:15:00-05:00,692.635,693.2,692.625,692.995,21371.0
2026-01-16 13:30:00-05:00,2026-01-16 13:30:00-05:00,692.99,693.25,692.825,692.845,23719.0
2026-01-16 13:45:00-05:00,2026-01-16 13:45:00-05:00,692.88,693.0,692.59,692.655,18770.0
2026-01-16 14:00:00-05:00,2026-01-16 14:00:00-05:00,692.635,693.7,692.475,692.555,51857.0
2026-01-16 14:15:00-05:00,2026-01-16 14:15:00-05:00,692.535,692.63,692.0,692.05,40141.0
2026-01-16 14:30:00-05:00,2026-01-16 14:30:00-05:00,692.08,692.97,692.06,692.7,36263.0
2026-01-16 14:45:00-05:00,2026-01-16 14:45:00-05:00,692.775,692.95,692.6,692.68,50559.0
2026-01-16 15:00:00-05:00,2026-01-16 15:00:00-05:00,692.62,692.86,692.5,692.775,38722.0
2026-01-16 15:15:00-05:00,2026-01-16 15:15:00-05:00,692.73,692.78,692.17,692.17,48031.0
2026-01-16 15:30:00-05:00,2026-01-16 15:30:00-05:00,692.11,692.405,691.8,692.015,89152.0
2026-01-16 15:45:00-05:00,2026-01-16 15:45:00-05:00,692.0,692.48,691.47,691.58,299122.0
2026-01-20 09:30:00-05:00,2026-01-20 09:30:00-05:00,681.52,683.24,681.47,683.195,85341.0
2026-01-20 09:45:00-05:00,2026-01-20 09:45:00-05:00,683.15,683.265,681.84,682.2,49910.0
2026-01-20 10:00:00-05:00,2026-01-20 10:00:00-05:00,682.0,682.24,680.925,681.625,44691.0
2026-01-20 10:15:00-05:00,2026-01-20 10:15:00-05:00,681.635,683.98,681.21,683.835,28811.0
2026-01-20 10:30:00-05:00,2026-01-20 10:30:00-05:00,683.72,684.74,683.7,684.265,30172.0
2026-01-20 10:45:00-05:00,2026-01-20 10:45:00-05:00,684.275,684.305,682.975,683.81,31345.0
2026-01-20 11:00:00-05:00,2026-01-20 11:00:00-05:00,683.875,684.5,683.0,683.96,27041.0
2026-01-20 11:15:00-05:00,2026-01-20 11:15:00-05:00,683.78,683.985,682.645,683.845,13647.0
2026-01-20 11:30:00-05:00,2026-01-20 11:30:00-05:00,683.71,684.29,682.94,683.08,21817.0
2026-01-20 11:45:00-05:00,2026-01-20 11:45:00-05:00,682.96,683.84,682.36,683.72,20161.0
2026-01-20 12:00:00-05:00,2026-01-20 12:00:00-05:00,683.63,683.86,682.66,683.02,16934.0
2026-01-20 12:15:00-05:00,2026-01-20 12:15:00-05:00,683.01,683.16,682.14,682.36,13084.0
2026-01-20 12:30:00-05:00,2026-01-20 12:30:00-05:00,682.2,682.2,681.345,681.345,18640.0
2026-01-20 12:45:00-05:00,2026-01-20 12:45:00-05:00,681.295,681.305,680.49,681.08,23834.0
2026-01-20 13:00:00-05:00,2026-01-20 13:00:00-05:00,680.94,681.465,680.89,681.115,27514.0
2026-01-20 13:15:00-05:00,2026-01-20 13:15:00-05:00,681.065,681.1,680.23,680.305,13237.0
2026-01-20 13:30:00-05:00,2026-01-20 13:30:00-05:00,680.21,680.34,679.105,679.12,28963.0
2026-01-20 13:45:00-05:00,2026-01-20 13:45:00-05:00,679.085,679.26,678.035,678.73,29972.0
2026-01-20 14:00:00-05:00,2026-01-20 14:00:00-05:00,678.835,679.27,678.25,678.5,28844.0
2026-01-20 14:15:00-05:00,2026-01-20 14:15:00-05:00,678.39,678.39,677.73,678.035,37557.0
2026-01-20 14:30:00-05:00,2026-01-20 14:30:00-05:00,677.92,678.48,677.3,677.855,51360.0
2026-01-20 14:45:00-05:00,2026-01-20 14:45:00-05:00,677.74,678.13,677.6,677.885,33320.0
2026-01-20 15:00:00-05:00,2026-01-20 15:00:00-05:00,677.73,677.815,676.97,676.99,52109.0
2026-01-20 15:15:00-05:00,2026-01-20 15:15:00-05:00,677.08,678.13,676.93,677.37,63699.0
2026-01-20 15:30:00-05:00,2026-01-20 15:30:00-05:00,677.465,677.71,676.65,676.99,103382.0
2026-01-20 15:45:00-05:00,2026-01-20 15:45:00-05:00,676.97,677.66,676.58,677.66,222397.0
2026-01-20 16:00:00-05:00,2026-01-20 16:00:00-05:00,677.91,677.91,677.91,677.91,100.0
