theme,start,end,days,avg_rank,max_rank,total_return
cloud,2023-09-05,2023-09-20,11,7.75,14.0,-0.03946206707359601
oil_exploration,2023-09-06,2023-09-11,3,8.0,14.0,-0.026308215140861013
cybersecurity,2023-09-12,2023-09-19,5,7.666666666666667,14.0,-0.038846624932114215
oil_exploration,2023-09-12,2023-10-02,14,6.066666666666666,21.0,-0.03875202049807758
insurance,2023-09-13,2023-10-06,17,5.277777777777778,14.0,0.0076035649154886364
payments,2023-09-15,2023-09-21,4,8.2,13.0,-0.05602829525479913
gold,2023-09-18,2023-09-27,7,8.25,29.0,-0.08455242923203865
asset_managers,2023-09-19,2023-09-27,6,7.571428571428571,16.0,-0.0615450440685853
autos,2023-09-26,2023-10-09,9,5.9,15.0,-0.02558274101915059
cybersecurity,2023-10-02,2023-10-05,3,6.75,14.0,-0.020592006720815292
robotics,2023-10-02,2023-10-11,7,8.625,13.0,0.003368817908594668
vertical_software,2023-10-02,2023-10-23,15,3.0,14.0,-0.008673764157800634
data_centers,2023-10-03,2023-10-26,17,6.388888888888889,15.0,-0.05072262286464668
semis,2023-10-04,2023-10-16,8,7.222222222222222,14.0,0.040305911469871614
ai_infrastructure,2023-10-05,2023-10-20,11,6.25,14.0,-0.026770937857070853
cybersecurity,2023-10-06,2023-10-23,11,5.916666666666667,13.0,-0.0026022909925271787
dev_tools,2023-10-06,2023-10-20,10,5.636363636363637,16.0,-0.0040069153922746015
defense,2023-10-09,2023-10-24,11,5.5,16.0,0.03353455981501452
insurance,2023-10-13,2023-11-08,18,3.8421052631578947,21.0,0.05265716366187778
oil_exploration,2023-10-18,2023-10-27,7,6.125,14.0,-0.04863861925027835
consumer_staples,2023-10-20,2023-11-03,10,6.636363636363637,16.0,0.03125897103644659
gold,2023-10-20,2023-10-31,7,3.125,14.0,-0.05020471971509333
consumer_internet,2023-10-23,2023-11-24,23,6.708333333333333,15.0,0.18829726056932472
retail,2023-10-23,2023-11-02,8,6.0,14.0,0.03388703652501146
consumer,2023-10-25,2023-11-17,17,4.0,13.0,0.10979450263687518
restaurants,2023-10-25,2023-11-15,15,4.75,13.0,0.1032999070934244
uranium,2023-10-31,2023-11-03,3,10.0,20.0,0.05871003485194026
data_centers,2023-11-01,2023-11-03,2,8.666666666666666,13.0,0.049681844914686524
aerospace,2023-11-02,2023-11-07,3,9.25,16.0,0.04545880913026634
defense,2023-11-02,2023-11-14,8,7.444444444444445,13.0,0.07765613008680061
regional_banks,2023-11-03,2023-11-06,1,8.5,13.0,0.022624230082977315
payments,2023-11-06,2024-01-11,45,5.260869565217392,13.0,0.25777078981208756
vertical_software,2023-11-06,2023-11-22,12,2.6153846153846154,13.0,0.04508340238069786
retail,2023-11-07,2023-11-08,1,9.0,14.0,-0.0038348745446996624
cloud,2023-11-08,2023-11-13,3,9.25,13.0,0.009665532824584933
ai_infrastructure,2023-11-10,2023-11-27,10,5.7272727272727275,13.0,0.08037095010082407
travel,2023-11-10,2023-11-29,12,4.230769230769231,20.0,0.07566626812926369
ai_apps,2023-11-13,2023-12-04,14,5.8,14.0,0.09776685583091149
business_apps,2023-11-16,2023-11-22,4,5.6,15.0,0.00022887639741742127
dev_tools,2023-11-20,2023-11-22,2,9.0,14.0,0.014170982548884936
cloud,2023-11-21,2023-12-11,13,8.285714285714286,13.0,0.051646111295117425
cybersecurity,2023-11-22,2023-12-28,24,6.48,13.0,0.1479463039620239
medtech,2023-11-24,2023-12-05,7,7.25,13.0,0.010946287780130515
fintech,2023-11-27,2024-01-03,25,4.1923076923076925,13.0,0.16242159789721056
workflow_software,2023-11-29,2024-01-02,22,5.956521739130435,27.0,0.16238875079200343
business_apps,2023-11-30,2023-12-07,5,8.666666666666666,14.0,0.002464369316051984
asset_managers,2023-12-04,2024-01-09,24,4.4,13.0,0.07885492902053715
regional_banks,2023-12-06,2024-01-12,25,3.0384615384615383,18.0,0.1034185563115213
mega_banks,2023-12-12,2024-01-12,21,4.409090909090909,14.0,0.07150905844095745
robotics,2023-12-27,2024-01-02,3,7.25,13.0,-0.042416416409681634
aerospace,2023-12-29,2024-01-03,2,9.666666666666666,14.0,-0.042477697092505706
consumer_staples,2023-12-29,2024-01-18,12,7.923076923076923,16.0,0.004696225322423864
pharma,2024-01-02,2024-01-18,11,5.25,14.0,0.03856181796639446
biotech,2024-01-03,2024-01-16,8,6.0,15.0,-0.029297360592779542
medtech,2024-01-04,2024-01-24,13,5.0,14.0,0.025406682016644977
insurance,2024-01-05,2024-02-07,22,5.043478260869565,16.0,0.06800595335721282
cybersecurity,2024-01-12,2024-02-05,15,5.5,14.0,0.021764186703931543
uranium,2024-01-12,2024-01-22,5,5.666666666666667,13.0,0.04455971267537229
data_centers,2024-01-16,2024-02-20,24,3.2,13.0,0.14675514199595296
ai_infrastructure,2024-01-17,2024-03-11,37,2.6842105263157894,14.0,0.3819243649257442
semis,2024-01-18,2024-02-02,11,6.25,20.0,0.08472018703267192
dev_tools,2024-01-19,2024-02-06,12,7.615384615384615,20.0,0.041936471578363665
travel,2024-01-25,2024-03-06,28,5.448275862068965,20.0,0.0943413053636184
workflow_software,2024-01-29,2024-02-02,4,6.0,13.0,-0.014614955278448472
consumer,2024-02-01,2024-02-14,9,8.2,17.0,0.030214874026438077
consumer_staples,2024-02-02,2024-02-08,4,9.0,14.0,-0.0009723493817433981
consumer_internet,2024-02-05,2024-02-07,2,7.0,13.0,0.00938054120137033
vertical_software,2024-02-06,2024-02-21,10,5.909090909090909,17.0,0.0626008368723614
cybersecurity,2024-02-09,2024-02-16,5,6.166666666666667,13.0,0.0082248053396754
semis,2024-02-14,2024-03-15,21,4.590909090909091,18.0,0.08306864683637127
defense,2024-02-15,2024-02-22,4,6.2,14.0,-0.004239493403380257
oil_exploration,2024-02-16,2024-02-22,3,7.25,13.0,0.003201237564110171
aerospace,2024-02-20,2024-03-01,8,5.222222222222222,18.0,0.006410501044096684
retail,2024-02-20,2024-02-29,7,10.0,14.0,0.008510440464782443
data_centers,2024-02-22,2024-03-19,18,4.2631578947368425,13.0,0.15196338245156182
mega_banks,2024-02-23,2024-04-11,33,4.529411764705882,17.0,0.053665344603332166
fintech,2024-02-26,2024-03-27,22,5.260869565217392,16.0,0.09753862163435323
asset_managers,2024-02-29,2024-03-11,7,7.25,13.0,0.012650230732432766
gold,2024-03-07,2024-03-19,8,3.6666666666666665,14.0,0.007268481734916454
oil_exploration,2024-03-11,2024-04-24,31,2.96875,13.0,0.11384466708072427
china_internet,2024-03-13,2024-03-22,7,6.75,19.0,-0.02754742627531881
insurance,2024-03-15,2024-04-09,16,5.352941176470588,20.0,0.008991864136398187
retail,2024-03-15,2024-03-21,4,7.6,15.0,0.013526679018450283
nuclear,2024-03-18,2024-03-26,6,6.428571428571429,13.0,-0.009278899815609698
payments,2024-03-20,2024-03-27,5,7.5,13.0,0.03179586281336699
data_centers,2024-03-22,2024-04-08,10,8.636363636363637,15.0,0.02137881470587155
nuclear,2024-03-27,2024-04-19,16,4.9411764705882355,15.0,0.05899538826846018
robotics,2024-03-27,2024-04-15,12,6.538461538461538,13.0,-0.0034238429530653036
gold,2024-04-01,2024-05-03,24,2.64,13.0,0.14118338579492207
uranium,2024-04-02,2024-04-16,10,5.2727272727272725,17.0,-0.040123088386967654
travel,2024-04-15,2024-04-18,3,9.5,16.0,-0.024984180248626697
asset_managers,2024-04-16,2024-04-29,9,6.7,15.0,0.023548756844576024
consumer,2024-04-16,2024-05-06,14,5.866666666666666,14.0,0.013334041245458117
dev_tools,2024-04-16,2024-04-19,3,11.75,22.0,-0.03769855679436074
mega_banks,2024-04-17,2024-05-06,13,4.214285714285714,15.0,0.08480115727711568
insurance,2024-04-18,2024-04-26,6,8.428571428571429,24.0,0.021511491092462975
china_internet,2024-04-22,2024-05-24,24,2.92,13.0,0.19411240813892738
regional_banks,2024-04-22,2024-05-07,11,6.416666666666667,15.0,0.03232593053251742
consumer_internet,2024-04-26,2024-05-15,13,6.285714285714286,14.0,0.09699419177356727
restaurants,2024-04-29,2024-05-02,3,7.25,13.0,-0.033382013961370416
autos,2024-05-02,2024-05-07,3,6.5,13.0,0.028139989750823657
ai_apps,2024-05-03,2024-05-10,5,7.5,13.0,0.015858422852008003
nuclear,2024-05-03,2024-05-13,6,4.571428571428571,14.0,0.007884160987789324
defense,2024-05-06,2024-06-13,27,6.535714285714286,15.0,0.02424185458806627
uranium,2024-05-07,2024-05-08,1,11.0,18.0,-0.04451774325689717
aerospace,2024-05-08,2024-06-14,26,4.111111111111111,14.0,0.10995433054984027
asset_managers,2024-05-09,2024-05-29,13,4.285714285714286,14.0,-0.003061112344079464
mega_banks,2024-05-09,2024-05-30,14,6.2,15.0,0.00543539259862591
insurance,2024-05-10,2024-05-14,2,10.666666666666666,15.0,-0.003451967030801417
data_centers,2024-05-15,2024-06-07,16,4.9411764705882355,16.0,-0.005883012147407052
robotics,2024-05-15,2024-05-22,5,9.0,14.0,0.0015622945558122492
semis,2024-05-16,2024-06-24,25,3.576923076923077,18.0,0.05092637009079737
gold,2024-05-20,2024-05-23,3,12.5,26.0,-0.037682136931944554
uranium,2024-05-20,2024-05-23,3,9.5,17.0,-0.031155883958660757
ai_infrastructure,2024-05-23,2024-06-04,7,6.5,13.0,-0.02682833885109781
biotech,2024-05-23,2024-05-28,2,9.0,15.0,-0.045677044117303
nuclear,2024-05-24,2024-06-07,9,6.5,19.0,0.03871607748448547
pharma,2024-06-04,2024-06-18,10,6.181818181818182,13.0,0.008174218873636896
ai_infrastructure,2024-06-05,2024-06-28,16,5.0,15.0,0.10571552008795893
consumer,2024-06-06,2024-06-10,2,8.666666666666666,15.0,-0.004690383077406213
medtech,2024-06-07,2024-06-13,4,9.6,14.0,-0.008710972603604317
autos,2024-06-10,2024-06-12,2,8.666666666666666,13.0,0.006502597311790925
biotech,2024-06-10,2024-06-17,5,5.666666666666667,13.0,0.00968839478564032
cybersecurity,2024-06-11,2024-06-18,5,8.5,14.0,0.002069391315788316
travel,2024-06-12,2024-06-27,10,7.909090909090909,20.0,0.017319573898891827
vertical_software,2024-06-12,2024-07-17,23,4.0,18.0,0.08849972662493322
data_centers,2024-06-14,2024-06-24,5,5.5,13.0,-0.021332705126704488
business_apps,2024-06-17,2024-06-24,4,9.6,20.0,0.01648240923288702
nuclear,2024-06-18,2024-06-27,6,8.571428571428571,19.0,0.1099856625671849
pharma,2024-06-21,2024-07-02,7,7.875,20.0,-0.007470189964686291
biotech,2024-06-24,2024-07-02,6,6.428571428571429,17.0,0.011218230668962992
oil_exploration,2024-06-24,2024-06-26,2,9.666666666666666,23.0,0.020803332274075492
consumer_internet,2024-06-25,2024-07-01,4,9.2,17.0,0.005513946736017017
business_apps,2024-06-27,2024-07-09,7,6.875,15.0,0.02545096963981197
cloud,2024-06-27,2024-07-11,9,5.9,13.0,0.03866258156327529
cybersecurity,2024-06-28,2024-07-10,7,5.375,17.0,0.007342282639648534
workflow_software,2024-06-28,2024-07-08,5,11.0,19.0,0.011126751440243332
dev_tools,2024-07-01,2024-07-11,7,4.625,14.0,0.0028312073665057724
autos,2024-07-02,2024-07-25,16,5.294117647058823,17.0,-0.0013594654143768148
mega_banks,2024-07-02,2024-08-01,21,5.909090909090909,13.0,0.01739608241920987
ai_infrastructure,2024-07-08,2024-07-15,5,5.833333333333333,15.0,0.0033659318334826605
semis,2024-07-08,2024-07-16,6,6.571428571428571,13.0,0.026339915798178737
gold,2024-07-11,2024-08-07,19,6.3,17.0,-0.03956699933414731
regional_banks,2024-07-11,2024-08-07,19,3.8,14.0,0.01357136047191454
robotics,2024-07-12,2024-07-25,9,6.0,13.0,-0.036071240612690514
insurance,2024-07-17,2024-08-21,25,6.038461538461538,15.0,0.025693226542393033
asset_managers,2024-07-19,2024-08-06,12,4.153846153846154,13.0,-0.0443629437410038
aerospace,2024-07-25,2024-10-02,48,5.36734693877551,13.0,0.2371088561333301
pharma,2024-07-25,2024-08-15,15,6.0,18.0,0.02582018654334095
biotech,2024-07-29,2024-08-12,10,5.909090909090909,14.0,-0.04454602127361107
medtech,2024-08-05,2024-08-16,9,7.2,17.0,0.03494951859722972
restaurants,2024-08-06,2024-08-16,8,6.0,18.0,0.06422838017730781
payments,2024-08-07,2024-09-25,34,3.942857142857143,18.0,0.17868372705268443
consumer_staples,2024-08-08,2024-08-13,3,9.25,14.0,0.002395195989765675
defense,2024-08-09,2024-09-26,33,6.205882352941177,13.0,0.12734080343021792
oil_exploration,2024-08-12,2024-08-13,1,12.5,23.0,0.0003178480253762661
consumer,2024-08-13,2024-08-16,3,10.0,20.0,0.03338079038560848
vertical_software,2024-08-13,2024-08-26,9,4.5,14.0,0.04644318092417654
cybersecurity,2024-08-14,2024-08-23,7,4.75,13.0,0.047542510193844034
insurance,2024-08-22,2024-09-20,20,3.619047619047619,14.0,0.07492792510485802
gold,2024-08-23,2024-08-30,5,8.5,18.0,0.015991320967670974
medtech,2024-08-23,2024-09-17,16,6.529411764705882,15.0,0.019026414122331747
workflow_software,2024-08-23,2024-09-10,11,5.5,13.0,0.01018540763076925
fintech,2024-08-26,2024-09-06,8,8.0,13.0,-0.032164873089433166
consumer_staples,2024-08-28,2024-08-29,1,13.5,23.0,-0.043358191209723174
mega_banks,2024-08-30,2024-09-06,4,5.8,14.0,-0.04978000846404118
regional_banks,2024-08-30,2024-09-10,6,9.857142857142858,19.0,-0.039068564142588524
gold,2024-09-06,2024-09-18,8,6.444444444444445,13.0,0.02668666808386644
vertical_software,2024-09-09,2024-10-07,20,5.523809523809524,14.0,0.1303941870559806
asset_managers,2024-09-17,2024-09-30,9,7.4,14.0,0.02752894487982327
fintech,2024-09-17,2024-09-24,5,7.833333333333333,13.0,0.024702236334614547
ai_apps,2024-09-18,2024-10-16,20,6.571428571428571,14.0,0.10545577004833784
nuclear,2024-09-20,2024-11-01,30,2.5483870967741935,17.0,0.6376161480536255
uranium,2024-09-23,2024-10-31,28,3.6551724137931036,19.0,0.38763252763491196
consumer_internet,2024-09-24,2024-10-15,15,5.3125,17.0,0.08585106161463063
travel,2024-09-24,2024-10-25,23,5.875,15.0,0.0852883654237222
china_internet,2024-09-26,2024-10-14,12,4.3076923076923075,16.0,0.1780636229340984
defense,2024-10-01,2024-10-10,7,8.5,15.0,0.020287602329953414
oil_exploration,2024-10-04,2024-10-15,7,6.5,26.0,-0.04442752781565307
dev_tools,2024-10-11,2024-10-15,2,9.666666666666666,16.0,-0.007250803498036196
data_centers,2024-10-14,2024-10-30,12,7.846153846153846,18.0,-0.008737615329692638
fintech,2024-10-14,2024-11-26,31,3.75,13.0,0.21316220491711313
cybersecurity,2024-10-15,2024-10-18,3,10.5,17.0,-0.012527710248235291
workflow_software,2024-10-15,2024-10-23,6,8.142857142857142,15.0,-0.013069969710926221
mega_banks,2024-10-16,2024-10-21,3,9.75,18.0,0.002590154183288007
asset_managers,2024-10-17,2024-10-30,9,5.2,15.0,0.006007752415669865
regional_banks,2024-10-22,2024-10-29,5,7.0,18.0,0.01839275563031384
ai_infrastructure,2024-10-29,2024-10-30,1,11.0,17.0,-0.01188831878119545
travel,2024-10-29,2024-11-13,11,5.416666666666667,13.0,0.04427126992347308
vertical_software,2024-10-29,2024-11-27,21,5.818181818181818,25.0,0.130241977814892
ai_apps,2024-10-30,2025-01-07,46,4.042553191489362,24.0,0.33245460801718196
dev_tools,2024-10-30,2024-11-08,7,6.75,15.0,0.06007816003534572
cloud,2024-10-31,2024-11-15,11,7.416666666666667,14.0,0.03740968654194776
workflow_software,2024-11-01,2024-12-23,35,4.277777777777778,15.0,0.2166423414932097
business_apps,2024-11-08,2024-11-27,13,6.214285714285714,23.0,0.04332038007471728
defense,2024-11-13,2024-11-18,3,10.25,15.0,-0.02658467365019912
dev_tools,2024-11-14,2024-12-18,23,5.625,19.0,0.03427517860610929
asset_managers,2024-11-15,2024-12-02,10,7.7272727272727275,26.0,0.018857456418860608
mega_banks,2024-11-15,2024-11-20,3,6.0,15.0,-0.001017138536519857
cloud,2024-11-25,2024-12-26,21,6.318181818181818,21.0,0.005111734028474757
travel,2024-11-25,2024-11-29,3,8.75,16.0,0.006607399091658417
mega_banks,2024-11-26,2024-11-29,2,7.666666666666667,13.0,-0.0024933930596139353
fintech,2024-11-27,2024-12-18,14,8.733333333333333,16.0,-0.019508524737472555
insurance,2024-11-27,2024-12-02,2,9.0,17.0,-0.006155718245772657
aerospace,2024-11-29,2024-12-02,1,12.0,19.0,-0.006368766185832486
defense,2024-11-29,2024-12-02,1,12.0,20.0,-0.004724282042917305
cybersecurity,2024-12-02,2024-12-18,12,6.3076923076923075,13.0,-0.014741186287433816
business_apps,2024-12-06,2024-12-23,11,4.5,20.0,-0.026887087374855567
china_internet,2024-12-09,2024-12-16,5,8.666666666666666,20.0,-0.0031240873771886113
consumer_internet,2024-12-10,2025-01-03,16,6.411764705882353,14.0,-0.04569648334339271
autos,2024-12-18,2025-01-08,13,3.0714285714285716,15.0,-0.031037800917073977
cybersecurity,2024-12-20,2024-12-27,4,7.4,15.0,0.003516381684402603
robotics,2024-12-20,2025-01-13,13,5.5,14.0,0.0011928613060867566
travel,2024-12-23,2025-01-02,6,6.714285714285714,16.0,-0.021386198718459815
ai_infrastructure,2024-12-24,2024-12-31,4,10.8,28.0,-0.03387145886136822
aerospace,2024-12-26,2025-01-13,10,6.909090909090909,13.0,-0.024945495225176972
defense,2024-12-27,2025-01-02,3,8.0,14.0,-0.034462869136246854
oil_exploration,2024-12-31,2025-01-23,14,3.933333333333333,19.0,0.08357705882331734
restaurants,2025-01-02,2025-01-03,1,12.5,20.0,0.011282102197373911
mega_banks,2025-01-03,2025-02-03,19,4.0,15.0,0.09878618569262687
ai_infrastructure,2025-01-06,2025-01-27,13,7.5,31.0,-0.05742940885886416
semis,2025-01-06,2025-01-15,6,8.142857142857142,13.0,0.0009795428924896932
data_centers,2025-01-08,2025-01-27,11,6.0,29.0,-0.054636783225263
medtech,2025-01-08,2025-02-06,19,5.25,15.0,0.07038788532304618
gold,2025-01-10,2025-01-27,10,7.636363636363637,20.0,0.02892375979041928
pharma,2025-01-13,2025-01-15,2,9.0,14.0,-0.0026612278417278423
regional_banks,2025-01-14,2025-01-16,2,7.666666666666667,14.0,0.03338731927436012
regional_banks,2025-01-17,2025-01-22,2,10.333333333333334,16.0,0.015609671328726149
asset_managers,2025-01-21,2025-02-04,10,5.818181818181818,21.0,0.0019345883807917463
defense,2025-01-21,2025-01-24,3,7.75,14.0,0.033711251253981
nuclear,2025-01-23,2025-01-27,2,9.333333333333334,22.0,-0.15685693202940165
uranium,2025-01-23,2025-01-27,2,16.0,33.0,-0.14014935057068656
insurance,2025-01-27,2025-01-28,1,10.5,16.0,0.019187275976525253
regional_banks,2025-01-27,2025-01-29,2,9.333333333333334,15.0,-0.0009431197980293016
cybersecurity,2025-01-28,2025-02-24,18,4.473684210526316,13.0,0.010942609863728858
dev_tools,2025-01-28,2025-01-30,2,7.666666666666667,14.0,0.015686466275785405
workflow_software,2025-01-28,2025-01-30,2,10.666666666666666,19.0,0.0046236230643452725
nuclear,2025-01-29,2025-02-05,5,5.5,17.0,0.10117203671985342
china_internet,2025-01-30,2025-02-03,2,8.666666666666666,13.0,-0.009190356928400423
dev_tools,2025-01-31,2025-02-07,5,4.666666666666667,13.0,0.017802927572994953
consumer,2025-02-03,2025-02-11,6,7.0,13.0,0.017778383880744597
gold,2025-02-03,2025-04-28,58,2.406779661016949,15.0,0.18509007910792108
workflow_software,2025-02-03,2025-02-07,4,8.8,17.0,-0.012163152393396715
consumer_internet,2025-02-04,2025-02-05,1,10.5,16.0,0.004992657003306977
china_internet,2025-02-06,2025-03-21,30,3.870967741935484,26.0,0.12331690444389887
consumer_internet,2025-02-06,2025-02-27,14,4.666666666666667,13.0,0.014480271601402972
travel,2025-02-07,2025-02-24,10,6.636363636363637,14.0,0.02647224060226616
nuclear,2025-02-10,2025-02-13,3,7.5,16.0,-0.007007629915256386
ai_apps,2025-02-13,2025-02-19,3,9.5,20.0,-0.008739297710583571
consumer_staples,2025-02-21,2025-03-20,19,5.5,23.0,-0.037674024988969435
retail,2025-02-21,2025-03-11,12,8.0,13.0,-0.06219483571723006
biotech,2025-02-24,2025-03-20,18,7.684210526315789,22.0,-0.0490969106185164
pharma,2025-02-24,2025-03-24,20,5.666666666666667,28.0,0.0013676683682790625
insurance,2025-02-25,2025-04-23,40,4.609756097560975,19.0,0.011422602873646825
consumer,2025-02-28,2025-03-13,9,8.5,16.0,-0.07980176163396091
restaurants,2025-02-28,2025-03-13,9,6.8,14.0,-0.07321281103188637
defense,2025-03-17,2025-05-07,36,5.648648648648648,18.0,0.10623191345981953
oil_exploration,2025-03-19,2025-04-07,13,3.642857142857143,15.0,-0.16873252644890302
vertical_software,2025-03-20,2025-03-27,5,8.166666666666666,16.0,-0.0004348029211365123
mega_banks,2025-03-24,2025-03-28,4,8.6,18.0,-0.02422448846028613
nuclear,2025-03-24,2025-03-25,1,12.5,20.0,0.010098523124759451
ai_apps,2025-03-25,2025-03-26,1,12.5,20.0,-0.021122507120726386
regional_banks,2025-03-26,2025-03-27,1,9.0,13.0,-0.015213640916168059
consumer,2025-03-27,2025-04-15,13,6.857142857142857,13.0,-0.05896940102345227
restaurants,2025-03-27,2025-04-17,15,5.625,13.0,-0.05889248484650644
consumer_staples,2025-03-28,2025-04-25,19,4.95,21.0,0.011764899442397558
retail,2025-04-04,2025-04-25,14,5.133333333333334,23.0,0.013897767429734253
aerospace,2025-04-09,2025-04-23,9,6.8,20.0,0.08384468497007358
vertical_software,2025-04-15,2025-05-13,19,4.0,14.0,0.20183371408842166
mega_banks,2025-04-23,2025-04-29,4,7.6,14.0,0.0555511540045599
uranium,2025-04-23,2025-05-02,7,7.125,21.0,0.1223818728326973
data_centers,2025-04-25,2025-06-11,32,4.121212121212121,13.0,0.2698563762891464
nuclear,2025-04-25,2025-05-16,15,5.5,13.0,0.22531861053768876
workflow_software,2025-04-25,2025-05-05,6,7.428571428571429,16.0,0.024182236708110372
autos,2025-04-28,2025-04-29,1,10.0,15.0,0.00800586152026539
ai_apps,2025-04-29,2025-05-09,8,7.111111111111111,14.0,0.04248421548624526
dev_tools,2025-04-29,2025-04-30,1,9.0,15.0,0.008426861218505888
fintech,2025-04-29,2025-05-02,3,6.5,13.0,0.012011190735482291
cloud,2025-05-01,2025-05-08,5,8.833333333333334,14.0,0.03525297381270254
dev_tools,2025-05-01,2025-05-08,5,8.5,13.0,0.03448408223271593
consumer_internet,2025-05-02,2025-05-07,3,7.5,13.0,0.0320669715055415
cybersecurity,2025-05-02,2025-05-13,7,7.375,20.0,0.06916266391821813
uranium,2025-05-06,2025-05-13,5,5.5,19.0,0.11541297701455777
travel,2025-05-07,2025-05-20,9,6.0,18.0,0.06953196229213954
fintech,2025-05-08,2025-06-06,20,6.095238095238095,13.0,0.1451671361612079
robotics,2025-05-09,2025-05-16,5,6.333333333333333,15.0,0.10129695183837217
ai_apps,2025-05-13,2025-05-19,4,5.4,15.0,0.005833273721696619
ai_infrastructure,2025-05-14,2025-05-29,10,5.2727272727272725,15.0,0.005286350947669716
uranium,2025-05-14,2025-05-15,1,11.5,18.0,0.0009613407972348664
asset_managers,2025-05-15,2025-05-21,4,8.2,15.0,-0.035588913665940414
mega_banks,2025-05-15,2025-05-21,4,8.6,13.0,-0.033738327142237345
dev_tools,2025-05-16,2025-05-19,1,10.0,16.0,-0.006592342450622901
autos,2025-05-20,2025-05-23,3,10.0,23.0,-0.0362029714279366
business_apps,2025-05-20,2025-06-06,12,7.846153846153846,16.0,0.004646230132937523
nuclear,2025-05-21,2025-06-10,13,2.9285714285714284,18.0,0.22544207840299535
cloud,2025-05-22,2025-05-27,2,8.666666666666666,13.0,0.018339844058710586
dev_tools,2025-05-22,2025-05-28,3,8.75,18.0,0.016241864899039893
uranium,2025-05-23,2025-06-10,11,7.083333333333333,15.0,0.26488292303055316
aerospace,2025-05-27,2025-07-09,29,7.8,13.0,0.15633789989109248
defense,2025-05-30,2025-06-05,4,8.0,14.0,0.01527701977457352
cloud,2025-06-02,2025-06-11,7,6.5,16.0,0.020359753841204364
cybersecurity,2025-06-02,2025-06-04,2,8.333333333333334,14.0,0.016520948921536105
gold,2025-06-02,2025-06-03,1,9.0,13.0,0.044616855152091794
ai_infrastructure,2025-06-04,2025-07-14,26,4.592592592592593,15.0,0.14370701604058067
dev_tools,2025-06-05,2025-06-11,4,10.2,15.0,0.010181526359750226
semis,2025-06-06,2025-07-14,24,4.56,13.0,0.1511663786080666
pharma,2025-06-10,2025-06-17,5,7.666666666666667,18.0,-0.013810183008274413
nuclear,2025-06-11,2025-06-27,11,5.833333333333333,13.0,0.1173625582892337
gold,2025-06-12,2025-06-20,5,8.666666666666666,17.0,0.013343425141326914
defense,2025-06-13,2025-06-16,1,8.5,13.0,0.0053043376718358015
oil_exploration,2025-06-13,2025-06-24,6,5.0,17.0,-0.048398150812545726
uranium,2025-06-13,2025-07-01,11,4.0,13.0,0.058122620510901335
defense,2025-06-23,2025-07-02,7,9.75,14.0,0.03172386825713702
data_centers,2025-06-24,2025-07-10,11,8.25,13.0,0.05664918076651726
mega_banks,2025-06-24,2025-07-16,15,5.125,13.0,0.05420320382757726
asset_managers,2025-06-27,2025-08-07,28,5.655172413793103,21.0,0.07429658498811698
fintech,2025-06-30,2025-08-01,23,4.875,15.0,0.04038348108221479
regional_banks,2025-07-01,2025-07-17,11,4.083333333333333,14.0,0.033535133001500794
vertical_software,2025-07-07,2025-07-15,6,6.428571428571429,13.0,0.00927646794514736
dev_tools,2025-07-09,2025-07-11,2,10.666666666666666,17.0,-0.036427381064263575
defense,2025-07-11,2025-07-28,11,7.166666666666667,16.0,0.06161881563795313
aerospace,2025-07-14,2025-07-29,11,5.333333333333333,15.0,0.03723277393089175
nuclear,2025-07-15,2025-08-13,21,4.454545454545454,22.0,0.09285258093640936
uranium,2025-07-15,2025-07-31,12,3.0,18.0,0.10516496611862292
china_internet,2025-07-21,2025-07-29,6,10.285714285714286,24.0,-0.02082201143011908
dev_tools,2025-07-25,2025-08-06,8,7.666666666666667,13.0,0.00359467792677326
vertical_software,2025-07-28,2025-08-26,21,4.636363636363637,21.0,0.0172081141365501
ai_infrastructure,2025-07-30,2025-08-19,14,5.066666666666666,15.0,-0.031844474284450475
data_centers,2025-07-30,2025-08-14,11,6.083333333333333,17.0,-0.014801601967062372
defense,2025-08-01,2025-08-15,10,5.545454545454546,13.0,0.015171305239357169
uranium,2025-08-06,2025-08-13,5,10.0,20.0,-0.01900759455354717
gold,2025-08-07,2025-08-19,8,7.333333333333333,26.0,-0.006094253904513902
retail,2025-08-07,2025-08-21,10,6.363636363636363,15.0,-0.011991418967168377
china_internet,2025-08-13,2025-08-20,5,7.5,16.0,0.01606603293177966
consumer_internet,2025-08-13,2025-08-29,12,7.0,14.0,0.024394063653616405
asset_managers,2025-08-14,2025-08-19,3,8.0,13.0,-0.032287011922864206
pharma,2025-08-14,2025-08-28,10,5.636363636363637,15.0,0.01759633579110953
semis,2025-08-14,2025-08-21,5,11.666666666666666,20.0,-0.052791144040532645
defense,2025-08-18,2025-09-03,11,7.583333333333333,14.0,-0.006992219143221012
insurance,2025-08-19,2025-08-28,7,7.625,22.0,0.009387157005823266
travel,2025-08-19,2025-09-02,9,5.7,13.0,0.02581980393690797
consumer_staples,2025-08-20,2025-08-22,2,11.666666666666666,22.0,-0.010591689452045805
medtech,2025-08-20,2025-08-28,6,7.571428571428571,14.0,-0.0008477210230939392
china_internet,2025-08-21,2025-09-23,22,2.9130434782608696,15.0,0.13444731687886913
regional_banks,2025-08-22,2025-09-10,12,5.3076923076923075,14.0,0.053801840630182785
