steps,progress_pct,rollout_avg_reward,rollout_avg_abs_reward,loss_total,loss_pi,loss_v,entropy,approx_kl,clipfrac,sps
1314816.0,52.59264,0.00318635324947536,0.0037054289132356644,-0.0012588144338224084,0.00049315820603321,0.00022279048704755647,0.6211226309339205,0.013521169538338047,0.13933919270833334,2429.761017569271
1327104.0,53.08416,0.00302065908908844,0.0031992283184081316,0.0005617792456177994,0.0021596432876928398,0.0004402197298683556,0.6059913637737433,0.012345546976818392,0.13766276041666667,2429.9941903917234
1339392.0,53.57568,0.0029609613120555878,0.003089477075263858,0.0009309207778035974,0.002690866740886122,0.00017547870108198065,0.6158950681487719,0.014034965997173762,0.15029296875,2429.9916243265047
1351680.0,54.0672,0.003016895381733775,0.003145627910271287,0.0008720531744377998,0.002627797599416226,0.00016855568853012907,0.6133407838642597,0.014904160815058276,0.15133463541666667,2430.129496975311
1363968.0,54.55872,0.0035069379955530167,0.003674210049211979,-0.0021118850170751104,-0.0007346131314989179,0.0006819072400200336,0.5727417717377344,0.010800034215208143,0.12874348958333334,2429.9609575329196
1376256.0,55.05024,0.003306203754618764,0.0034123396035283804,0.0020627283990810002,0.0036648973550957938,0.0002281317670470647,0.5720783111949762,0.016914902608065555,0.16923828125,2430.224341702551
1388544.0,55.54176,0.002252960344776511,0.0024534324184060097,-0.0011424778936392006,0.0006926632137037814,0.00018019630194127483,0.6417464147011439,0.012279176123168629,0.13430989583333333,2430.558693375423
1400832.0,56.03328,0.0023179936688393354,0.0026731721591204405,0.00046437239410200467,0.002316029321324701,0.00014624691951515463,0.6415933767954508,0.012852001394882488,0.14033203125,2430.6246530802505
1413120.0,56.5248,0.002452619606629014,0.002782977418974042,-6.205842752630512e-06,0.0017908092335953067,0.00015080631571133077,0.6241393799583117,0.013117464365980899,0.14075520833333333,2430.890975152096
1425408.0,57.01632,0.002740551019087434,0.003146619303151965,0.0007879075419623405,0.0024925509293098,0.00015967897664571258,0.5948275938630104,0.01306967496445092,0.15120442708333334,2431.0830203725354
1437696.0,57.50784,0.0026200609281659126,0.002988669089972973,-0.0022101410417235457,-0.0004892358925038327,0.000162340648087896,0.6006918313602606,0.010740693370462396,0.129736328125,2431.054256407208
1449984.0,57.99936,0.0029986584559082985,0.003272467292845249,0.00024955141658817106,0.0018681567007054886,0.000214863619839889,0.5753457799553872,0.012184931981028057,0.13214518229166666,2430.976287027561
1462272.0,58.49088,0.0031850722152739763,0.003561096265912056,7.525876765915504e-05,0.0015988965169526637,0.0003802067149687597,0.5712470879157384,0.012090530989614006,0.13193359375,2430.981172516522
1474560.0,58.9824,0.003014383837580681,0.0032664628233760595,0.0010905721302454671,0.0026252040930557995,0.00036740518089573015,0.5727781906723977,0.015085549168482733,0.15472005208333334,2431.1077398643492
1486848.0,59.47392,0.0032439406495541334,0.003431650111451745,-0.0007007584829504291,0.0009067705056319634,0.00023166829259935184,0.574454356978337,0.012661173439119012,0.13805338541666667,2431.012709308116
1499136.0,59.96544,0.0031963058281689882,0.003375392407178879,0.0005991707963403315,0.002105055330321193,0.00040258876803515403,0.5690595755974451,0.01222042586984268,0.13880208333333333,2431.088228217663
1511424.0,60.45696,0.003126294119283557,0.0032667790073901415,0.001418004572042264,0.00299765762174502,0.00019698284716772226,0.5593815517922243,0.012606348681341235,0.15187174479166668,2431.2989763399983
1523712.0,60.94848,0.003122303867712617,0.003261470003053546,0.0020354650218602425,0.0035822221621250113,0.0002604178072639722,0.5589886349936326,0.015442124473823544,0.157568359375,2431.4067496548205
1536000.0,61.44,0.0030881762504577637,0.0032709501683712006,-0.0011821641344189023,0.00031845474732108416,0.0002026618938240669,0.5339832944174607,0.010216223612466517,0.12975260416666667,2431.548964784529
1548288.0,61.93152,0.0032444775570183992,0.003390907309949398,0.00048606323665201977,0.001915227371500805,0.00026142743984867897,0.5199592730651299,0.013437878421003309,0.162158203125,2431.6810421446016
1560576.0,62.42304,0.003131808480247855,0.003261562203988433,0.0018198060725505153,0.003240125540954371,0.00025042843550788043,0.5151778988540172,0.01128139504774784,0.13937174479166667,2431.764897840502
1572864.0,62.91456,0.002839131047949195,0.0029906518757343292,0.0006840657583476665,0.002148221458386009,0.00021524862795558876,0.5239266979197661,0.014988997651380486,0.15353190104166667,2431.813267069292
1585152.0,63.40608,0.002769511891528964,0.002949364483356476,0.0007168537803712145,0.0022696017016035817,0.00014137849460288027,0.5411457198361556,0.015919074528695395,0.15615234375,2431.9869739965507
1597440.0,63.8976,0.0028150954749435186,0.0029532387852668762,-0.0017456739146534043,-0.0002262056436544905,0.00013820432735277185,0.5295235195507606,0.01256064282982455,0.147998046875,2431.954964792357
1609728.0,64.38912,0.0028946383390575647,0.003166359616443515,0.001736546272150008,0.0032080607294725874,0.0001993990291642452,0.5237380446245273,0.013899147217550005,0.13536783854166667,2432.020869381872
1622016.0,64.88064,0.0027036427054554224,0.002897196216508746,-0.0006200110733819504,0.0007892913980564723,0.00037786695302202136,0.5327453263103962,0.012590092309013319,0.13474934895833332,2432.034946564025
